Size  - Number of Components:
 337 	  5
 338 	  8
 339 	  5
 340 	  7
 341 	  9
 342 	  7
 343 	  7
 344 	  12
 345 	  6
 346 	  9
 347 	  9
 348 	  7
 349 	  6
 350 	  5
 351 	  9
 352 	  8
 353 	  5
 354 	  5
 355 	  6
 356 	  6
 357 	  7
 359 	  4
 360 	  5
 361 	  4
 362 	  7
 363 	  7
 364 	  7
 365 	  4
 366 	  4
 367 	  3
 368 	  6
 369 	  8
 370 	  7
 371 	  3
 372 	  7
 373 	  4
 374 	  4
 375 	  7
 376 	  2
 377 	  6
 378 	  11
 379 	  6
 380 	  7
 381 	  4
 382 	  5
 383 	  6
 384 	  4
 386 	  5
 387 	  4
 388 	  5
 390 	  9
 391 	  4
 392 	  5
 393 	  5
 394 	  5
 395 	  5
 396 	  4
 397 	  4
 398 	  6
 399 	  5
 400 	  4
 401 	  3
 402 	  2
 403 	  6
 404 	  10
 405 	  5
 406 	  6
 407 	  3
 408 	  7
 409 	  4
 410 	  2
 411 	  6
 412 	  3
 413 	  2
 414 	  3
 415 	  6
 416 	  6
 417 	  4
 418 	  5
 419 	  3
 420 	  2
 421 	  5
 422 	  3
 423 	  1
 424 	  5
 425 	  3
 426 	  4
 427 	  4
 428 	  4
 429 	  7
 430 	  2
 431 	  3
 432 	  3
 433 	  6
 434 	  3
 435 	  2
 436 	  5
 437 	  6
 438 	  3
 439 	  6
 440 	  5
 441 	  6
 442 	  4
 443 	  1
 444 	  2
 445 	  1
 446 	  6
 447 	  4
 448 	  1
 449 	  1
 450 	  4
 451 	  4
 452 	  3
 453 	  1
 454 	  2
 455 	  2
 456 	  3
 457 	  6
 458 	  3
 459 	  4
 460 	  2
 462 	  7
 463 	  2
 464 	  4
 465 	  3
 466 	  3
 467 	  2
 468 	  5
 469 	  5
 470 	  2
 471 	  5
 472 	  3
 473 	  2
 474 	  3
 475 	  1
 476 	  3
 477 	  2
 478 	  3
 479 	  2
 480 	  4
 481 	  5
 482 	  6
 483 	  3
 484 	  3
 485 	  3
 486 	  3
 487 	  3
 488 	  1
 489 	  2
 491 	  2
 492 	  1
 493 	  2
 494 	  1
 495 	  4
 496 	  2
 497 	  2
 498 	  1
 499 	  7
 500 	  3
 501 	  5
 502 	  6
 503 	  5
 504 	  2
 505 	  4
 506 	  2
 507 	  2
 509 	  2
 510 	  1
 511 	  2
 512 	  5
 513 	  5
 514 	  3
 515 	  2
 517 	  4
 518 	  7
 519 	  2
 520 	  2
 521 	  3
 522 	  2
 523 	  4
 524 	  5
 525 	  2
 526 	  2
 527 	  1
 528 	  2
 529 	  6
 530 	  4
 531 	  2
 532 	  3
 533 	  2
 534 	  4
 535 	  1
 537 	  3
 538 	  3
 540 	  2
 541 	  1
 542 	  2
 543 	  2
 544 	  3
 545 	  2
 546 	  2
 547 	  4
 548 	  3
 549 	  1
 550 	  1
 551 	  3
 552 	  2
 553 	  2
 555 	  1
 556 	  2
 557 	  2
 558 	  4
 559 	  2
 560 	  1
 562 	  1
 563 	  4
 566 	  2
 567 	  1
 568 	  3
 569 	  2
 570 	  1
 571 	  2
 572 	  3
 573 	  3
 574 	  4
 575 	  4
 576 	  2
 577 	  4
 578 	  3
 581 	  2
 582 	  2
 583 	  3
 584 	  3
 585 	  4
 586 	  4
 587 	  4
 588 	  3
 590 	  2
 591 	  2
 592 	  1
 593 	  1
 594 	  1
 595 	  1
 596 	  4
 597 	  2
 598 	  1
 599 	  1
 600 	  2
 601 	  3
 602 	  2
 603 	  2
 604 	  2
 605 	  2
 607 	  2
 608 	  2
 609 	  1
 610 	  1
 612 	  1
 613 	  4
 614 	  1
 615 	  1
 617 	  1
 618 	  3
 619 	  4
 620 	  4
 621 	  2
 622 	  2
 623 	  2
 624 	  1
 625 	  3
 627 	  1
 628 	  1
 629 	  3
 630 	  3
 631 	  1
 632 	  1
 633 	  4
 634 	  2
 635 	  3
 636 	  2
 637 	  1
 638 	  2
 639 	  1
 641 	  2
 642 	  1
 644 	  1
 646 	  2
 647 	  3
 648 	  1
 649 	  2
 650 	  4
 651 	  1
 652 	  2
 653 	  1
 654 	  2
 655 	  1
 656 	  3
 658 	  1
 659 	  4
 660 	  1
 661 	  2
 663 	  1
 665 	  1
 666 	  1
 667 	  2
 668 	  1
 669 	  3
 672 	  3
 673 	  1
 674 	  1
 676 	  1
 677 	  1
 678 	  3
 681 	  2
 682 	  1
 683 	  2
 684 	  1
 686 	  2
 690 	  2
 692 	  1
 693 	  1
 695 	  1
 698 	  2
 699 	  3
 700 	  5
 701 	  1
 703 	  3
 704 	  2
 705 	  1
 706 	  3
 707 	  2
 710 	  1
 711 	  2
 712 	  1
 714 	  4
 715 	  1
 716 	  1
 717 	  1
 719 	  1
 720 	  1
 722 	  1
 726 	  2
 728 	  1
 729 	  1
 730 	  2
 733 	  2
 734 	  1
 735 	  1
 736 	  4
 737 	  1
 738 	  2
 739 	  3
 740 	  1
 741 	  1
 742 	  2
 743 	  1
 745 	  1
 747 	  1
 748 	  2
 749 	  1
 751 	  1
 752 	  2
 754 	  2
 758 	  2
 759 	  2
 761 	  1
 762 	  1
 764 	  1
 765 	  2
 770 	  1
 771 	  1
 773 	  3
 774 	  4
 776 	  1
 777 	  2
 778 	  1
 781 	  3
 782 	  2
 783 	  1
 786 	  2
 787 	  2
 788 	  1
 791 	  1
 792 	  2
 793 	  1
 794 	  1
 795 	  1
 796 	  2
 797 	  1
 798 	  1
 803 	  2
 806 	  2
 808 	  3
 811 	  1
 812 	  2
 813 	  1
 814 	  1
 818 	  1
 820 	  2
 821 	  3
 823 	  1
 824 	  1
 826 	  2
 828 	  1
 831 	  1
 832 	  1
 833 	  1
 834 	  1
 836 	  2
 837 	  1
 838 	  1
 839 	  3
 840 	  1
 841 	  3
 843 	  1
 849 	  2
 850 	  1
 851 	  2
 852 	  2
 853 	  2
 859 	  1
 860 	  2
 861 	  2
 866 	  3
 867 	  2
 868 	  1
 870 	  1
 872 	  1
 875 	  1
 876 	  1
 879 	  4
 880 	  1
 881 	  2
 882 	  1
 884 	  2
 887 	  4
 890 	  1
 891 	  2
 892 	  1
 894 	  1
 896 	  2
 898 	  1
 899 	  1
 901 	  1
 902 	  1
 903 	  1
 905 	  1
 906 	  2
 907 	  1
 909 	  1
 910 	  1
 914 	  1
 915 	  2
 920 	  1
 921 	  2
 923 	  2
 924 	  1
 927 	  2
 930 	  2
 932 	  1
 936 	  1
 937 	  2
 939 	  1
 940 	  1
 942 	  1
 944 	  1
 945 	  1
 947 	  1
 948 	  1
 954 	  1
 957 	  2
 958 	  1
 960 	  2
 961 	  1
 962 	  1
 963 	  1
 967 	  1
 969 	  1
 970 	  1
 971 	  2
 983 	  1
 985 	  1
 987 	  1
 990 	  1
 994 	  1
 995 	  3
 996 	  1
 998 	  1
 999 	  1
 1000 	  1
 1002 	  1
 1007 	  1
 1008 	  1
 1012 	  1
 1014 	  1
 1018 	  3
 1019 	  1
 1020 	  1
 1021 	  1
 1022 	  3
 1024 	  2
 1025 	  1
 1026 	  1
 1029 	  2
 1030 	  1
 1036 	  3
 1037 	  1
 1038 	  1
 1039 	  1
 1049 	  1
 1052 	  1
 1057 	  1
 1059 	  1
 1064 	  1
 1066 	  1
 1072 	  1
 1074 	  2
 1075 	  1
 1078 	  1
 1080 	  1
 1083 	  1
 1087 	  2
 1089 	  2
 1092 	  1
 1095 	  1
 1096 	  1
 1097 	  1
 1099 	  1
 1100 	  2
 1105 	  1
 1108 	  1
 1111 	  2
 1113 	  1
 1117 	  1
 1122 	  2
 1131 	  1
 1132 	  1
 1138 	  1
 1139 	  2
 1140 	  1
 1146 	  2
 1148 	  1
 1150 	  1
 1154 	  1
 1158 	  1
 1160 	  2
 1164 	  2
 1167 	  1
 1168 	  1
 1174 	  1
 1175 	  1
 1180 	  1
 1181 	  1
 1187 	  2
 1190 	  1
 1192 	  1
 1195 	  2
 1197 	  1
 1198 	  1
 1201 	  1
 1218 	  1
 1221 	  1
 1224 	  1
 1226 	  1
 1232 	  1
 1233 	  1
 1234 	  1
 1238 	  1
 1242 	  1
 1243 	  2
 1244 	  1
 1245 	  1
 1253 	  1
 1254 	  1
 1264 	  1
 1266 	  1
 1267 	  1
 1271 	  1
 1272 	  1
 1273 	  1
 1274 	  1
 1276 	  1
 1280 	  1
 1282 	  1
 1283 	  2
 1284 	  1
 1286 	  1
 1287 	  1
 1289 	  1
 1301 	  1
 1318 	  1
 1321 	  1
 1324 	  1
 1341 	  1
 1348 	  1
 1350 	  1
 1351 	  1
 1355 	  1
 1360 	  1
 1363 	  1
 1366 	  1
 1377 	  1
 1380 	  1
 1387 	  1
 1388 	  1
 1389 	  1
 1391 	  1
 1393 	  1
 1394 	  1
 1397 	  1
 1398 	  1
 1403 	  1
 1413 	  2
 1422 	  1
 1426 	  1
 1428 	  1
 1436 	  1
 1438 	  1
 1445 	  1
 1449 	  2
 1459 	  1
 1461 	  1
 1464 	  1
 1470 	  1
 1471 	  1
 1484 	  1
 1487 	  1
 1493 	  1
 1494 	  2
 1500 	  1
 1504 	  1
 1521 	  1
 1527 	  1
 1528 	  1
 1535 	  2
 1537 	  1
 1551 	  1
 1559 	  1
 1563 	  1
 1573 	  1
 1579 	  1
 1581 	  1
 1588 	  1
 1589 	  1
 1592 	  1
 1610 	  1
 1616 	  1
 1621 	  1
 1635 	  1
 1640 	  1
 1648 	  1
 1650 	  1
 1652 	  1
 1653 	  1
 1669 	  1
 1670 	  1
 1673 	  1
 1675 	  1
 1676 	  1
 1678 	  1
 1688 	  1
 1705 	  1
 1711 	  1
 1738 	  1
 1744 	  1
 1746 	  1
 1747 	  1
 1752 	  1
 1777 	  1
 1781 	  1
 1793 	  1
 1795 	  1
 1799 	  1
 1800 	  2
 1811 	  2
 1813 	  1
 1814 	  1
 1817 	  1
 1822 	  1
 1823 	  1
 1846 	  1
 1850 	  1
 1872 	  1
 1896 	  1
 1919 	  1
 1942 	  1
 1966 	  1
 1969 	  1
 1975 	  1
 1981 	  1
 1995 	  1
 2027 	  1
 2028 	  1
 2038 	  1
 2041 	  1
 2046 	  1
 2048 	  1
 2049 	  1
 2053 	  1
 2068 	  1
 2078 	  1
 2119 	  2
 2122 	  1
 2132 	  1
 2146 	  1
 2147 	  1
 2152 	  1
 2155 	  1
 2156 	  1
 2167 	  1
 2203 	  1
 2221 	  1
 2229 	  1
 2231 	  1
 2249 	  1
 2269 	  1
 2298 	  1
 2299 	  1
 2323 	  1
 2329 	  1
 2333 	  1
 2372 	  1
 2419 	  1
 2474 	  1
 2504 	  1
 2524 	  1
 2564 	  1
 2577 	  1
 2593 	  1
 2631 	  1
 2674 	  1
 2678 	  1
 2689 	  1
 2715 	  1
 2775 	  2
 2822 	  1
 2847 	  1
 2864 	  1
 2865 	  1
 2877 	  1
 2893 	  1
 2903 	  1
 2919 	  1
 3007 	  1
 3044 	  1
 3047 	  2
 3097 	  1
 3137 	  1
 3138 	  1
 3189 	  1
 3219 	  1
 3225 	  1
 3229 	  1
 3230 	  1
 3237 	  1
 3260 	  1
 3299 	  1
 3313 	  1
 3369 	  1
 3449 	  1
 3459 	  1
 3463 	  1
 3554 	  1
 3594 	  1
 3710 	  1
 3741 	  1
 3920 	  1
 3960 	  1
 4028 	  1
 4083 	  1
 4212 	  1
 4249 	  1
 4422 	  1
 4481 	  1
 4520 	  1
 4532 	  1
 4540 	  1
 4551 	  1
 4556 	  1
 4632 	  1
 4936 	  1
 4938 	  1
 4948 	  1
 4954 	  1
 4955 	  1
 5303 	  1
 5383 	  1
 5594 	  1
 6418 	  1
 6480 	  1
 6682 	  1
 6686 	  1
 7351 	  1
 7481 	  1
 7558 	  1
 7884 	  1
 8567 	  1
 8738 	  1
 9138 	  1
 9926 	  1
 10252 	  1
 10309 	  1
 10368 	  1
 14198 	  1
 16303 	  1
 17778 	  1
 32566 	  1
 35435 	  1
